url,status,count,seconds,error
https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/http.txt,ok,222,0.105,
https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,ok,2789,0.066,
https://raw.githubusercontent.com/ALIILAPRO/Proxy/main/http.txt,ok,832,0.043,
https://raw.githubusercontent.com/proxifly/free-proxy-list/main/proxies/protocols/http/data.txt,ok,4383,0.079,
https://raw.githubusercontent.com/VPSLabCloud/VPSLab-Free-Proxy-List/main/http_all.txt,ok,730,0.041,
https://raw.githubusercontent.com/iplocate/free-proxy-list/main/protocols/http.txt,ok,627,0.042,
https://api.proxyscrape.com/v2/?request=displayproxies&protocol=http&timeout=10000&country=all&ssl=all&anonymity=all,ok,821,0.245,
